episode,game,exploration,explored,safe,MA_explored,MA_safe
190,[81]_forecast_horizon=[14],14.7,23.4,34.4,-38.5,27.1
191,[83]_forecast_horizon=[18],14.5,-38.4,60.4,-38.5,27.1
192,[85]_forecast_horizon=[11],14.4,-21.5,10.0,-38.5,27.1
193,[87]_forecast_horizon=[23],14.2,-87.7,23.1,-38.5,26.6
194,[89]_forecast_horizon=[25],14.1,-25.2,18.1,-36.6,26.1
195,[91]_forecast_horizon=[14],13.9,-24.2,25.1,-36.6,25.7
196,[93]_forecast_horizon=[15],13.8,10.2,36.0,-36.6,25.7
197,[95]_forecast_horizon=[27],13.7,31.9,53.3,-36.6,25.7
198,[97]_forecast_horizon=[15],13.5,41.7,58.2,-36.6,26.1
199,[99]_forecast_horizon=[27],13.4,-28.3,71.7,-36.6,26.1
200,[1]_forecast_horizon=[23],13.3,-29.1,-0.0,-34.6,26.1
201,[3]_forecast_horizon=[29],13.1,9.5,8.9,-34.2,25.7
202,[5]_forecast_horizon=[26],13.0,-61.7,39.3,-34.2,26.1
203,[7]_forecast_horizon=[10],12.9,2.9,49.2,-33.6,26.6
204,[9]_forecast_horizon=[15],12.7,-126.9,0.0,-33.6,26.6
205,[11]_forecast_horizon=[13],12.6,41.2,78.2,-33.6,26.6
206,[13]_forecast_horizon=[22],12.5,28.6,-7.0,-32.8,26.1
207,[15]_forecast_horizon=[27],12.4,-65.1,46.1,-32.8,26.1
208,[17]_forecast_horizon=[18],12.2,74.4,52.2,-32.8,26.1
209,[19]_forecast_horizon=[18],12.1,-6.9,40.8,-30.8,26.6
210,[21]_forecast_horizon=[18],12.0,-44.9,56.2,-32.8,27.1
211,[23]_forecast_horizon=[15],11.9,-46.2,86.5,-32.8,27.1
212,[25]_forecast_horizon=[12],11.8,32.7,25.1,-30.8,26.6
213,[27]_forecast_horizon=[25],11.6,4.1,60.2,-28.7,26.6
214,[29]_forecast_horizon=[23],11.5,20.3,-28.7,-28.7,26.6
215,[31]_forecast_horizon=[14],11.4,-106.8,10.1,-28.7,26.6
216,[33]_forecast_horizon=[10],11.3,-9.9,-7.9,-28.7,26.6
217,[35]_forecast_horizon=[22],11.2,32.3,40.7,-28.3,26.6
218,[37]_forecast_horizon=[19],11.1,-2.4,-20.4,-27.7,26.1
219,[39]_forecast_horizon=[24],11.0,-16.0,81.4,-26.2,26.1
220,[41]_forecast_horizon=[19],10.8,-19.5,40.0,-25.0,26.1
221,[43]_forecast_horizon=[15],10.7,-1.1,0.0,-25.0,25.7
222,[45]_forecast_horizon=[27],10.6,7.6,27.1,-24.5,26.1
223,[47]_forecast_horizon=[28],10.5,34.6,-30.1,-23.1,26.1
224,[49]_forecast_horizon=[17],10.4,42.2,20.2,-23.1,25.7
225,[51]_forecast_horizon=[28],10.3,-4.9,33.6,-21.8,26.1
226,[53]_forecast_horizon=[26],10.2,-16.0,56.8,-20.5,26.1
227,[55]_forecast_horizon=[20],10.1,58.0,34.3,-20.5,26.1
228,[57]_forecast_horizon=[22],10.0,81.9,15.7,-20.5,26.1
229,[59]_forecast_horizon=[21],9.9,-54.5,42.1,-20.5,26.6
230,[61]_forecast_horizon=[11],9.8,-37.4,34.8,-20.5,26.6
231,[63]_forecast_horizon=[24],9.7,-43.6,57.9,-20.5,26.6
